word,n,sent
integridade.PoS=N,TG=HUM:N0,POL:N0=1
integrista.PoS=Adj,TG=HUM:N0,POL:N0=-1
íntegro.PoS=Adj,TG=HUM:N0,POL:N0=1
intelectual.PoS=Adj,TG=HUM:N0,POL:N0=0
intelectualista.PoS=Adj,TG=HUM:N0,POL:N0=0
intelectualóide.PoS=Adj,TG=HUM:N0,POL:N0=-1
inteligência.PoS=N,TG=HUM:N0,POL:N0=1
inteligente.PoS=Adj,TG=HUM:N0,POL:N0=1
intemerato.PoS=Adj,TG=HUM:N0,POL:N0=1
intemperado.PoS=Adj,TG=HUM:N0,POL:N0=-1
intemperamento.PoS=N,TG=HUM:N0,POL:N0=-1
intempestividade.PoS=N,TG=HUM:N0,POL:N0=-1
intempestivo.PoS=Adj,TG=HUM:N0,POL:N0=-1
intenso.PoS=Adj,TG=HUM:N0,POL:N0=0
interceptado.PoS=Adj,TG=HUM:N0,POL:N0=-1
intercessor.PoS=Adj,TG=HUM:N0,POL:N0=0
intercetado.PoS=Adj,TG=HUM:N0,POL:N0=-1
interdito.PoS=Adj,TG=HUM:N0,POL:N0=-1
interessante.PoS=Adj,TG=HUM:N0,POL:N0=1
interesseiro.PoS=Adj,TG=HUM:N0,POL:N0=-1
internado.PoS=Adj,TG=HUM:N0,POL:N0=-1
interpretativo.PoS=Adj,TG=HUM:N0,POL:N0=0
interrogador.PoS=Adj,TG=HUM:N0,POL:N0=0
interrogatório.PoS=Adj,TG=HUM:N0,POL:N0=-1
intervencionista.PoS=Adj,TG=HUM:N0,POL:N0=0
interveniente.PoS=Adj,TG=HUM:N0,POL:N0=0
interventor.PoS=Adj,TG=HUM:N0,POL:N0=0
intimidação.PoS=N,TG=HUM:N0,POL:N0=-1
intimidado.PoS=Adj,TG=HUM:N0,POL:N0=-1
intimidador.PoS=Adj,TG=HUM:N0,POL:N0=-1
intimidante.PoS=Adj,TG=HUM:N0,POL:N0=-1
intimidar.PoS=V,TG=HUM:N0:N1,POL:N0=1
intimidativo.PoS=Adj,TG=HUM:N0,POL:N0=-1
intimidatório.PoS=Adj,TG=HUM:N0,POL:N0=-1
intimorato.PoS=Adj,TG=HUM:N0,POL:N0=1
intocado.PoS=Adj,TG=HUM:N0,POL:N0=0
intocável.PoS=Adj,TG=HUM:N0,POL:N0=0
intolerância.PoS=N,TG=HUM:N0,POL:N0=-1
intolerante.PoS=Adj,TG=HUM:N0,POL:N0=-1
intolerável.PoS=Adj,TG=HUM:N0,POL:N0=-1
intragável.PoS=Adj,TG=HUM:N0,POL:N0=-1
intranquilidade.PoS=N,TG=HUM:N0,POL:N0=-1
intranquilo.PoS=Adj,TG=HUM:N0,POL:N0=-1
intransigência.PoS=N,TG=HUM:N0,POL:N0=-1
intransigente.PoS=Adj,TG=HUM:N0,POL:N0=-1
intratabilidade.PoS=N,TG=HUM:N0,POL:N0=-1
intratável.PoS=Adj,TG=HUM:N0,POL:N0=-1
intrépido e sereno.PoS=Adj,TG=HUM:N0,POL:N0=8
intrépido.PoS=Adj,TG=HUM:N0,POL:N0=7
intriga.PoS=N,TG=HUM:N0,POL:N0=-1
intrigante.PoS=Adj,TG=HUM:N0,POL:N0=-1
intriguista.PoS=Adj,TG=HUM:N0,POL:N0=-1
intrincado.PoS=Adj,TG=HUM:N0,POL:N0=-1
intrometer-se.PoS=V,TG=HUM:N0:N1,POL:N0=-1
intrometido.PoS=Adj,TG=HUM:N0,POL:N0=-1
introspectivo.PoS=Adj,TG=HUM:N0,POL:N0=0
introspetivo.PoS=Adj,TG=HUM:N0,POL:N0=0
introvertido.PoS=Adj,TG=HUM:N0,POL:N0=-1
intruso.PoS=Adj,TG=HUM:N0,POL:N0=-1
intuitivo.PoS=Adj,TG=HUM:N0,POL:N0=0
inumanidade.PoS=N,TG=HUM:N0,POL:N0=-1
inumano.PoS=Adj,TG=HUM:N0,POL:N0=-1
inusitado.PoS=Adj,TG=HUM:N0,POL:N0=0
inusual.PoS=Adj,TG=HUM:N0,POL:N0=0
inútil.PoS=Adj,TG=HUM:N0,POL:N0=-1
inutilidade.PoS=N,TG=HUM:N0,POL:N0=-1
invadir a privacidade de.PoS=IDIOM,TG=HUM:N0:N1,POL:N0=-1
invadir.PoS=V,TG=HUM:N0:N1,POL:N0=-1
inválido.PoS=Adj,TG=HUM:N0,POL:N0=-1
invariável.PoS=Adj,TG=HUM:N0,POL:N0=0
invasivo.PoS=Adj,TG=HUM:N0,POL:N0=-1
invasor.PoS=Adj,TG=HUM:N0,POL:N0=-1
invectivo.PoS=Adj,TG=HUM:N0,POL:N0=-1
inveja.PoS=N,TG=HUM:N0,POL:N0=-1
invejado.PoS=Adj,TG=HUM:N0,POL:N0=0
invejar.PoS=V,TG=HUM:N0:N1,POL:N0=-1
invejoso.PoS=Adj,TG=HUM:N0,POL:N0=-1
invencível.PoS=Adj,TG=HUM:N0,POL:N0=1
inventivo.PoS=Adj,TG=HUM:N0,POL:N0=1
inventor.PoS=Adj,TG=HUM:N0,POL:N0=1
invertido.PoS=Adj,TG=HUM:N0,POL:N0=-1
investigado.PoS=Adj,TG=HUM:N0,POL:N0=0
invetivo.PoS=Adj,TG=HUM:N0,POL:N0=-1
inviável.PoS=Adj,TG=HUM:N0,POL:N0=-1
inviesado.PoS=Adj,TG=HUM:N0,POL:N0=-1
inviolável.PoS=Adj,TG=HUM:N0,POL:N0=0
invisível.PoS=Adj,TG=HUM:N0,POL:N0=-1
invulgar.PoS=Adj,TG=HUM:N0,POL:N0=0
invulnerável.PoS=Adj,TG=HUM:N0,POL:N0=1
ir à luta.PoS=IDIOM,TG=HUM:N0,POL:N0=1
ir ao chão.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ir ao tapete.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ir aos arames.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ir às nuvens.PoS=IDIOM,TG=HUM:N0,POL:N0=1
ir às paredes.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ir dentro.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ir desta para melhor.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ir para o outro mundo.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ir pelo caminho errado.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ir pelos ares.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ir-se abaixo.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ir-se ao ar.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ir-se aos ares.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
iracúndia.PoS=N,TG=HUM:N0,POL:N0=-1
iracundo.PoS=Adj,TG=HUM:N0,POL:N0=-1
irado.PoS=Adj,TG=HUM:N0,POL:N0=-1
irascibilidade.PoS=N,TG=HUM:N0,POL:N0=-1
irascível.PoS=Adj,TG=HUM:N0,POL:N0=-1
irônico.PoS=Adj,TG=HUM:N0,POL:N0=-1
irónico.PoS=Adj,TG=HUM:N0,POL:N0=-1
irracional.PoS=Adj,TG=HUM:N0,POL:N0=-1
irracionalidade.PoS=N,TG=HUM:N0,POL:N0=-1
irrealismo.PoS=N,TG=HUM:N0,POL:N0=-1
irrealista.PoS=Adj,TG=HUM:N0,POL:N0=-1
irreconhecível.PoS=Adj,TG=HUM:N0,POL:N0=0
irrefreável.PoS=Adj,TG=HUM:N0,POL:N0=0
irrefutável.PoS=Adj,TG=HUM:N0,POL:N0=1
irregular.PoS=Adj,TG=HUM:N0,POL:N0=-1
irregularidade.PoS=N,TG=HUM:N0,POL:N0=-1
irrelevante.PoS=Adj,TG=HUM:N0,POL:N0=-1
irreligioso.PoS=Adj,TG=HUM:N0,POL:N0=-1
irrepreensível.PoS=Adj,TG=HUM:N0,POL:N0=1
irreprimível.PoS=Adj,TG=HUM:N0,POL:N0=1
irrequieto.PoS=Adj,TG=HUM:N0,POL:N0=-1
irresistível.PoS=Adj,TG=HUM:N0,POL:N0=1
irresoluto.PoS=Adj,TG=HUM:N0,POL:N0=-1
irrespeito.PoS=N,TG=HUM:N0,POL:N0=-1
irrespeitoso.PoS=Adj,TG=HUM:N0,POL:N0=-1
irresponsabilidade.PoS=N,TG=HUM:N0,POL:N0=-1
irresponsável.PoS=Adj,TG=HUM:N0,POL:N0=-1
irreverência.PoS=N,TG=HUM:N0,POL:N0=-1
irreverencioso.PoS=Adj,TG=HUM:N0,POL:N0=-1
irreverente.PoS=Adj,TG=HUM:N0,POL:N0=-1
irridente.PoS=Adj,TG=HUM:N0,POL:N0=-1
irrisório.PoS=Adj,TG=HUM:N0,POL:N0=-1
irritabilidade.PoS=N,TG=HUM:N0,POL:N0=-1
irritação.PoS=N,TG=HUM:N0,POL:N0=-1
irritadiço.PoS=Adj,TG=HUM:N0,POL:N0=-1
irritado.PoS=Adj,TG=HUM:N0,POL:N0=-1
irritante.PoS=Adj,TG=HUM:N0,POL:N0=-1
irritar-se.PoS=V,TG=HUM:N0,POL:N0=-1
irritar.PoS=V,TG=HUM:N0:N1,POL:N0=0
irritativo.PoS=Adj,TG=HUM:N0,POL:N0=-1
irritável.PoS=Adj,TG=HUM:N0,POL:N0=-1
isento.PoS=Adj,TG=HUM:N0,POL:N0=1
isolamento.PoS=N,TG=HUM:N0,POL:N0=-1
jacobino.PoS=Adj,TG=HUM:N0,POL:N0=0
jactância.PoS=N,TG=HUM:N0,POL:N0=-1
jactante.PoS=Adj,TG=HUM:N0,POL:N0=-1
jalofo.PoS=Adj,TG=HUM:N0,POL:N0=-1
janota.PoS=Adj,TG=HUM:N0,POL:N0=0
javardice.PoS=N,TG=HUM:N0,POL:N0=-1
javardo.PoS=Adj,TG=HUM:N0,POL:N0=-1
jeitoso.PoS=Adj,TG=HUM:N0,POL:N0=1
jeremias.PoS=Adj,TG=HUM:N0,POL:N0=-1
jocosidade.PoS=N,TG=HUM:N0,POL:N0=-1
jocoso.PoS=Adj,TG=HUM:N0,POL:N0=0
jogar ao faz de conta.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
jovem.PoS=Adj,TG=HUM:N0,POL:N0=0
jovial.PoS=Adj,TG=HUM:N0,POL:N0=1
jovialidade.PoS=N,TG=HUM:N0,POL:N0=1
jubilado.PoS=Adj,TG=HUM:N0,POL:N0=1
jubiloso.PoS=Adj,TG=HUM:N0,POL:N0=1
judicativo.PoS=Adj,TG=HUM:N0,POL:N0=-1
judicioso.PoS=Adj,TG=HUM:N0,POL:N0=0
juízo.PoS=N,TG=HUM:N0,POL:N0=1
juntar o útil ao agradável.PoS=IDIOM,TG=HUM:N0,POL:N0=1
jururu.PoS=Adj,TG=HUM:N0,POL:N0=-1
justiça.PoS=N,TG=HUM:N0,POL:N0=1
justiceiro.PoS=Adj,TG=HUM:N0,POL:N0=1
justificativo.PoS=Adj,TG=HUM:N0,POL:N0=0
justificável.PoS=Adj,TG=HUM:N0,POL:N0=1
justo.PoS=Adj,TG=HUM:N0,POL:N0=1
kafkiano.PoS=Adj,TG=HUM:N0,POL:N0=-1
lábia.PoS=N,TG=HUM:N0,POL:N0=-1
laborioso.PoS=Adj,TG=HUM:N0,POL:N0=0
labrego.PoS=Adj,TG=HUM:N0,POL:N0=-1
labreguice.PoS=N,TG=HUM:N0,POL:N0=-1
labroste.PoS=Adj,TG=HUM:N0,POL:N0=-1
labutador.PoS=Adj,TG=HUM:N0,POL:N0=1
lacónico.PoS=Adj,TG=HUM:N0,POL:N0=-1
lacónio.PoS=Adj,TG=HUM:N0,POL:N0=-1
lacrimoso.PoS=Adj,TG=HUM:N0,POL:N0=-1
ladino.PoS=Adj,TG=HUM:N0,POL:N0=-1
ladro.PoS=Adj,TG=HUM:N0,POL:N0=-1
ladroagem.PoS=N,TG=HUM:N0,POL:N0=-1
laical.PoS=Adj,TG=HUM:N0,POL:N0=-1
laico.PoS=Adj,TG=HUM:N0,POL:N0=-1
lambão.PoS=Adj,TG=HUM:N0,POL:N0=-1
lambareiro.PoS=Adj,TG=HUM:N0,POL:N0=-1
lambeiro.PoS=Adj,TG=HUM:N0,POL:N0=-1
lamber as botas a.PoS=IDIOM,TG=HUM:N0:N1,POL:N0=-1
lambuzado.PoS=Adj,TG=HUM:N0,POL:N0=-1
lamecha.PoS=Adj,TG=HUM:N0,POL:N0=-1
lamechar.PoS=V,TG=HUM:N0,POL:N0=-1
lamechice.PoS=N,TG=HUM:N0,POL:N0=-1
lamentação.PoS=N,TG=HUM:N0,POL:N0=-1
lamentar-se.PoS=V,TG=HUM:N0:N1,POL:N0=-1
lamentável.PoS=Adj,TG=HUM:N0,POL:N0=-1
lamentoso.PoS=Adj,TG=HUM:N0,POL:N0=-1
lampeiro.PoS=Adj,TG=HUM:N0,POL:N0=-1
lamúria.PoS=N,TG=HUM:N0,POL:N0=-1
lamuriante.PoS=Adj,TG=HUM:N0,POL:N0=-1
lamuriar-se.PoS=V,TG=HUM:N0:N1,POL:N0=-1
lamuriento.PoS=Adj,TG=HUM:N0,POL:N0=-1
lamurioso.PoS=Adj,TG=HUM:N0,POL:N0=-1
lancinante.PoS=Adj,TG=HUM:N0,POL:N0=-1
langoroso.PoS=Adj,TG=HUM:N0,POL:N0=-1
languescente.PoS=Adj,TG=HUM:N0,POL:N0=-1
lânguido.PoS=Adj,TG=HUM:N0,POL:N0=-1
laparoto.PoS=Adj,TG=HUM:N0,POL:N0=-1
lapidado.PoS=Adj,TG=HUM:N0,POL:N0=0
lapuz.PoS=Adj,TG=HUM:N0,POL:N0=-1
lascivo.PoS=Adj,TG=HUM:N0,POL:N0=0
lástima.PoS=N,TG=HUM:N0,POL:N0=-1
lastimar-se.PoS=V,TG=HUM:N0:N1,POL:N0=-1
lastimável.PoS=Adj,TG=HUM:N0,POL:N0=-1
lastimoso.PoS=Adj,TG=HUM:N0,POL:N0=-1
lata.PoS=N,TG=HUM:N0,POL:N0=-1
latente.PoS=Adj,TG=HUM:N0,POL:N0=-1
laudativo.PoS=Adj,TG=HUM:N0,POL:N0=1
laudatório.PoS=Adj,TG=HUM:N0,POL:N0=1
laurear a pevide.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
lavadiço.PoS=Adj,TG=HUM:N0,POL:N0=0
lavado.PoS=Adj,TG=HUM:N0,POL:N0=1
lavar roupa suja.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
laxista.PoS=Adj,TG=HUM:N0,POL:N0=-1
lazarento.PoS=Adj,TG=HUM:N0,POL:N0=-1
lãzudo.PoS=Adj,TG=HUM:N0,POL:N0=-1
leal.PoS=Adj,TG=HUM:N0,POL:N0=1
lealdade.PoS=N,TG=HUM:N0,POL:N0=1
ledo.PoS=Adj,TG=HUM:N0,POL:N0=1
legal.PoS=Adj,TG=HUM:N0,POL:N0=1
legítimo.PoS=Adj,TG=HUM:N0,POL:N0=1
leigo.PoS=Adj,TG=HUM:N0,POL:N0=-1
lelo.PoS=Adj,TG=HUM:N0,POL:N0=-1
lendário.PoS=Adj,TG=HUM:N0,POL:N0=1
lenitivo.PoS=Adj,TG=HUM:N0,POL:N0=1
lentidão.PoS=N,TG=HUM:N0,POL:N0=-1
lento.PoS=Adj,TG=HUM:N0,POL:N0=-1
lépido.PoS=Adj,TG=HUM:N0,POL:N0=0
leproso.PoS=Adj,TG=HUM:N0,POL:N0=-1
lerdice.PoS=N,TG=HUM:N0,POL:N0=-1
lerdo.PoS=Adj,TG=HUM:N0,POL:N0=-1
lesado.PoS=Adj,TG=HUM:N0,POL:N0=-1
lesionado.PoS=Adj,TG=HUM:N0,POL:N0=-1
lesivo.PoS=Adj,TG=HUM:N0,POL:N0=-1
leso.PoS=Adj,TG=HUM:N0,POL:N0=-1
lesto.PoS=Adj,TG=HUM:N0,POL:N0=1
letal.PoS=Adj,TG=HUM:N0,POL:N0=-1
letargia.PoS=N,TG=HUM:N0,POL:N0=-1
letárgico.PoS=Adj,TG=HUM:N0,POL:N0=-1
letrado.PoS=Adj,TG=HUM:N0,POL:N0=1
levado da breca.PoS=Adj,TG=HUM:N0,POL:N0=-1
levado das maleitas.PoS=Adj,TG=HUM:N0,POL:N0=-1
levado do diabo.PoS=Adj,TG=HUM:N0,POL:N0=-1
levantado.PoS=Adj,TG=HUM:N0,POL:N0=-1
levantar a cabeça.PoS=IDIOM,TG=HUM:N0,POL:N0=1
levar a melhor.PoS=IDIOM,TG=HUM:N0,POL:N0=1
levar a sua avante.PoS=IDIOM,TG=HUM:N0,POL:N0=1
levar com a porta na cara.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
levar com um balde de água fria.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
levar na corneta.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
levar nas orelhas de.PoS=IDIOM,TG=HUM:N0:N1,POL:N0=-1
levar nas orelhas.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
levar porrada.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
levar um baile de.PoS=IDIOM,TG=HUM:N0:N1,POL:N0=-1
levar um baile.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
levar um banho de água fria.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
levar um pontapé no cu.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
levar um tiro.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
levar uma abada.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
levar uma cabazada.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
levar uma coça.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
levar uma malha.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
levar uma surra.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
levar uma tareia.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
leve.PoS=Adj,TG=HUM:N0,POL:N0=0
leviandade.PoS=N,TG=HUM:N0,POL:N0=-1
leviano.PoS=Adj,TG=HUM:N0,POL:N0=-1
lhano.PoS=Adj,TG=HUM:N0,POL:N0=1
liberal.PoS=Adj,TG=HUM:N0,POL:N0=0
liberalista.PoS=Adj,TG=HUM:N0,POL:N0=0
liberdade.PoS=N,TG=HUM:N0,POL:N0=1
libertado.PoS=Adj,TG=HUM:N0,POL:N0=0
libertador.PoS=Adj,TG=HUM:N0,POL:N0=1
libertar.PoS=V,TG=HUM:N0:N1,POL:N0=1
libertário.PoS=Adj,TG=HUM:N0,POL:N0=-1
libertinagem.PoS=N,TG=HUM:N0,POL:N0=-1
libertino.PoS=Adj,TG=HUM:N0,POL:N0=-1
liberto.PoS=Adj,TG=HUM:N0,POL:N0=0
libidinoso.PoS=Adj,TG=HUM:N0,POL:N0=-1
licencioso.PoS=Adj,TG=HUM:N0,POL:N0=-1
lícito.PoS=Adj,TG=HUM:N0,POL:N0=-1
lídimo.PoS=Adj,TG=HUM:N0,POL:N0=1
ligar a cassete.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ligeiro.PoS=Adj,TG=HUM:N0,POL:N0=0
liliputiano.PoS=Adj,TG=HUM:N0,POL:N0=-1
limitado.PoS=Adj,TG=HUM:N0,POL:N0=-1
limpar o bom nome.PoS=IDIOM,TG=HUM:N0,POL:N0=1
limpar o cebo a.PoS=IDIOM,TG=HUM:N0:N1,POL:N0=0
limpar o pó a.PoS=IDIOM,TG=HUM:N0:N1,POL:N0=0
limpar o sarampo a.PoS=IDIOM,TG=HUM:N0:N1,POL:N0=-1
limpar o sebo a.PoS=IDIOM,TG=HUM:N0:N1,POL:N0=-1
límpido.PoS=Adj,TG=HUM:N0,POL:N0=1
limpo.PoS=Adj,TG=HUM:N0,POL:N0=1
linchar.PoS=V,TG=HUM:N0:N1,POL:N0=0
lindo.PoS=Adj,TG=HUM:N0,POL:N0=1
linear.PoS=Adj,TG=HUM:N0,POL:N0=0
linfatismo.PoS=N,TG=HUM:N0,POL:N0=-1
lingrinhas.PoS=Adj,TG=HUM:N0,POL:N0=-1
linguareiro.PoS=Adj,TG=HUM:N0,POL:N0=-1
linguarudo.PoS=Adj,TG=HUM:N0,POL:N0=-1
liró.PoS=Adj,TG=HUM:N0,POL:N0=0
liso.PoS=Adj,TG=HUM:N0,POL:N0=0
lisonjeador.PoS=Adj,TG=HUM:N0,POL:N0=1
lisonjear.PoS=V,TG=HUM:N0:N1,POL:N0=0
lisonjeiro.PoS=Adj,TG=HUM:N0,POL:N0=1
lítico.PoS=Adj,TG=HUM:N0,POL:N0=1
lívido.PoS=Adj,TG=HUM:N0,POL:N0=-1
livrar-se.PoS=V,TG=HUM:N0:N1,POL:N0=0
livre.PoS=Adj,TG=HUM:N0,POL:N0=1
lixado.PoS=Adj,TG=HUM:N0,POL:N0=-1
lixar-se.PoS=V,TG=HUM:N0,POL:N0=-1
lixar.PoS=V,TG=HUM:N0:N1,POL:N0=-1
lógico.PoS=Adj,TG=HUM:N0,POL:N0=1
logrativo.PoS=Adj,TG=HUM:N0,POL:N0=-1
longânime.PoS=Adj,TG=HUM:N0,POL:N0=1
longânimo.PoS=Adj,TG=HUM:N0,POL:N0=1
loquaz.PoS=Adj,TG=HUM:N0,POL:N0=0
lorpa.PoS=Adj,TG=HUM:N0,POL:N0=-1
louco.PoS=Adj,TG=HUM:N0,POL:N0=-1
loucura.PoS=N,TG=HUM:N0,POL:N0=-1
louvaminheiro.PoS=Adj,TG=HUM:N0,POL:N0=-1
louvável.PoS=Adj,TG=HUM:N0,POL:N0=1
lúbrico.PoS=Adj,TG=HUM:N0,POL:N0=0
lucidez.PoS=N,TG=HUM:N0,POL:N0=1
lúcido.PoS=Adj,TG=HUM:N0,POL:N0=1
ludibriado.PoS=Adj,TG=HUM:N0,POL:N0=-1
ludibriante.PoS=Adj,TG=HUM:N0,POL:N0=-1
ludibriar.PoS=V,TG=HUM:N0:N1,POL:N0=-1
ludibrioso.PoS=Adj,TG=HUM:N0,POL:N0=-1
lugar-comum.PoS=N,TG=HUM:N0,POL:N0=-1
lúgubre.PoS=Adj,TG=HUM:N0,POL:N0=-1
luminosidade.PoS=N,TG=HUM:N0,POL:N0=1
luminoso.PoS=Adj,TG=HUM:N0,POL:N0=1
lunático.PoS=Adj,TG=HUM:N0,POL:N0=-1
lusco.PoS=Adj,TG=HUM:N0,POL:N0=-1
lusófobo.PoS=Adj,TG=HUM:N0,POL:N0=-1
lustrado.PoS=Adj,TG=HUM:N0,POL:N0=1
lustroso.PoS=Adj,TG=HUM:N0,POL:N0=0
lutador.PoS=Adj,TG=HUM:N0,POL:N0=1
lutar.PoS=V,TG=HUM:N0:N1,POL:N0=1
luto.PoS=N,TG=HUM:N0,POL:N0=-1
lutuoso.PoS=Adj,TG=HUM:N0,POL:N0=-1
luxuoso.PoS=Adj,TG=HUM:N0,POL:N0=1
luxúria.PoS=N,TG=HUM:N0,POL:N0=-1
luxuriante.PoS=Adj,TG=HUM:N0,POL:N0=0
luxurioso.PoS=Adj,TG=HUM:N0,POL:N0=0
luzido.PoS=Adj,TG=HUM:N0,POL:N0=0
má apresentação.PoS=N,TG=HUM:N0,POL:N0=-1
má cara.PoS=N,TG=HUM:N0,POL:N0=-1
má disposição.PoS=N,TG=HUM:N0,POL:N0=-1
má educação.PoS=N,TG=HUM:N0,POL:N0=-1
má fama.PoS=N,TG=HUM:N0,POL:N0=-1
má formação.PoS=N,TG=HUM:N0,POL:N0=-1
má fortuna.PoS=N,TG=HUM:N0,POL:N0=-1
má-fé.PoS=N,TG=HUM:N0,POL:N0=-1
má-governação.PoS=N,TG=HUM:N0,POL:N0=-1
má-prestação.PoS=N,TG=HUM:N0,POL:N0=-1
macabro.PoS=Adj,TG=HUM:N0,POL:N0=-1
macaco.PoS=Adj,TG=HUM:N0,POL:N0=-1
maçado.PoS=Adj,TG=HUM:N0,POL:N0=-1
maçador.PoS=Adj,TG=HUM:N0,POL:N0=-1
macambuzice.PoS=N,TG=HUM:N0,POL:N0=-1
macambúzio.PoS=Adj,TG=HUM:N0,POL:N0=-1
macanjo.PoS=Adj,TG=HUM:N0,POL:N0=-1
macareno.PoS=Adj,TG=HUM:N0,POL:N0=-1
macavenco.PoS=Adj,TG=HUM:N0,POL:N0=-1
machismo.PoS=N,TG=HUM:N0,POL:N0=-1
machista.PoS=Adj,TG=HUM:N0,POL:N0=-1
machucado.PoS=Adj,TG=HUM:N0,POL:N0=-1
macilento.PoS=Adj,TG=HUM:N0,POL:N0=-1
macio.PoS=Adj,TG=HUM:N0,POL:N0=0
maçudo.PoS=Adj,TG=HUM:N0,POL:N0=-1
maculado.PoS=Adj,TG=HUM:N0,POL:N0=-1
madraço.PoS=Adj,TG=HUM:N0,POL:N0=-1
madrugador.PoS=Adj,TG=HUM:N0,POL:N0=0
maduro.PoS=Adj,TG=HUM:N0,POL:N0=1
mafeitoria.PoS=N,TG=HUM:N0,POL:N0=-1
máfia.PoS=N,TG=HUM:N0,POL:N0=-1
mafioso.PoS=Adj,TG=HUM:N0,POL:N0=-1
magalomania.PoS=N,TG=HUM:N0,POL:N0=-1
magano.PoS=Adj,TG=HUM:N0,POL:N0=-1
magistral.PoS=Adj,TG=HUM:N0,POL:N0=1
magnanimidade.PoS=N,TG=HUM:N0,POL:N0=1
magnânimo.PoS=Adj,TG=HUM:N0,POL:N0=1
magnificência.PoS=N,TG=HUM:N0,POL:N0=1
magnificente.PoS=Adj,TG=HUM:N0,POL:N0=1
magnificidade.PoS=N,TG=HUM:N0,POL:N0=1
magnífico.PoS=Adj,TG=HUM:N0,POL:N0=1
mago.PoS=Adj,TG=HUM:N0,POL:N0=1
magoar.PoS=V,TG=HUM:N0:N1,POL:N0=-1
magrelo.PoS=Adj,TG=HUM:N0,POL:N0=-1
magricela.PoS=Adj,TG=HUM:N0,POL:N0=-1
maior e vacinado.PoS=Adj,TG=HUM:N0,POL:N0=0
majestático.PoS=Adj,TG=HUM:N0,POL:N0=1
majestoso.PoS=Adj,TG=HUM:N0,POL:N0=1
mal-afamado.PoS=Adj,TG=HUM:N0,POL:N0=-1
mal-afeiçoado.PoS=Adj,TG=HUM:N0,POL:N0=-1
mal-afortunado.PoS=Adj,TG=HUM:N0,POL:N0=-1
mal-agradecido.PoS=Adj,TG=HUM:N0,POL:N0=-1
mal-amado.PoS=Adj,TG=HUM:N0,POL:N0=-1
mal-cheiroso.PoS=Adj,TG=HUM:N0,POL:N0=-1
mal-comportado.PoS=Adj,TG=HUM:N0,POL:N0=-1
mal-educado.PoS=Adj,TG=HUM:N0,POL:N0=-1
mal-encarado.PoS=Adj,TG=HUM:N0,POL:N0=-1
mal-feito.PoS=Adj,TG=HUM:N0,POL:N0=-1
mal-humorado.PoS=Adj,TG=HUM:N0,POL:N0=-1
mal-intencionado.PoS=Adj,TG=HUM:N0,POL:N0=-1
mal-pago.PoS=Adj,TG=HUM:N0,POL:N0=-1
mal-vestido.PoS=Adj,TG=HUM:N0,POL:N0=-1
malabarismo.PoS=N,TG=HUM:N0,POL:N0=-1
malabarista.PoS=Adj,TG=HUM:N0,POL:N0=-1
malandreco.PoS=Adj,TG=HUM:N0,POL:N0=-1
malandro.PoS=Adj,TG=HUM:N0,POL:N0=-1
malcheiroso.PoS=Adj,TG=HUM:N0,POL:N0=-1
malcriado.PoS=Adj,TG=HUM:N0,POL:N0=-1
maldade.PoS=N,TG=HUM:N0,POL:N0=-1
maldição.PoS=N,TG=HUM:N0,POL:N0=-1
maldisposto.PoS=Adj,TG=HUM:N0,POL:N0=-1
maldito.PoS=Adj,TG=HUM:N0,POL:N0=-1
maldizente.PoS=Adj,TG=HUM:N0,POL:N0=-1
maldoso.PoS=Adj,TG=HUM:N0,POL:N0=-1
maleável.PoS=Adj,TG=HUM:N0,POL:N0=1
maledicência.PoS=N,TG=HUM:N0,POL:N0=-1
maledicente.PoS=Adj,TG=HUM:N0,POL:N0=-1
